# 韩国人名用汉字
# https://github.com/rutopio/Korean-Name-Hanja-Charset
# 由于发音等不同，汉字（hanja）存在重复。
# 
# hanja	unicode	hangul	consonant

暶	U+66B6	선	ㅅ
暸	U+66B8	료	ㄹ
暸	U+66B8	요	ㅇ
暹	U+66B9	섬	ㅅ
暺	U+66BA	탄	ㅌ
暻	U+66BB	경	ㄱ
暽	U+66BD	린	ㄹ
暽	U+66BD	인	ㅇ
暾	U+66BE	돈	ㄷ
暿	U+66BF	희	ㅎ
曀	U+66C0	에	ㅇ
曁	U+66C1	기	ㄱ
曄	U+66C4	엽	ㅇ
曅	U+66C5	엽	ㅇ
曆	U+66C6	력	ㄹ
曆	U+66C6	역	ㅇ
曇	U+66C7	담	ㄷ
曈	U+66C8	동	ㄷ
曉	U+66C9	효	ㅎ
曎	U+66CE	역	ㅇ
曏	U+66CF	향	ㅎ
曒	U+66D2	교	ㄱ
曓	U+66D3	포	ㅍ
曔	U+66D4	경	ㄱ
曖	U+66D6	애	ㅇ
曘	U+66D8	유	ㅇ
曙	U+66D9	서	ㅅ
曚	U+66DA	몽	ㅁ
曛	U+66DB	훈	ㅎ
曜	U+66DC	요	ㅇ
曝	U+66DD	폭	ㅍ
曞	U+66DE	려	ㄹ
曞	U+66DE	여	ㅇ
曠	U+66E0	광	ㄱ
曣	U+66E3	연	ㅇ
曤	U+66E4	확	ㅎ
曥	U+66E5	려	ㄹ
曦	U+66E6	희	ㅎ
曨	U+66E8	농	ㄴ
曨	U+66E8	롱	ㄹ
曩	U+66E9	낭	ㄴ
曪	U+66EA	나	ㄴ
曪	U+66EA	라	ㄹ
曬	U+66EC	쇄	ㅅ
曮	U+66EE	엄	ㅇ
曯	U+66EF	촉	ㅊ
曰	U+66F0	왈	ㅇ
曲	U+66F2	곡	ㄱ
曳	U+66F3	예	ㅇ
更	U+66F4	갱	ㄱ
更	U+66F4	경	ㄱ
曷	U+66F7	갈	ㄱ
書	U+66F8	서	ㅅ
曹	U+66F9	조	ㅈ
曺	U+66FA	조	ㅈ
曼	U+66FC	만	ㅁ
曾	U+66FE	증	ㅈ
替	U+66FF	체	ㅊ
最	U+6700	최	ㅊ
會	U+6703	회	ㅎ
朄	U+6704	인	ㅇ
朅	U+6705	걸	ㄱ
月	U+6708	월	ㅇ
有	U+6709	유	ㅇ
朊	U+670A	원	ㅇ
朋	U+670B	붕	ㅂ
朌	U+670C	반	ㅂ
服	U+670D	복	ㅂ
朎	U+670E	령	ㄹ
朎	U+670E	영	ㅇ
朔	U+6714	삭	ㅅ
朕	U+6715	짐	ㅈ
朗	U+6717	낭	
朗	U+6717	랑	
朘	U+6718	전	ㅈ
望	U+671B	망	ㅁ
朝	U+671D	조	ㅈ
朞	U+671E	기	ㄱ
期	U+671F	기	ㄱ
朠	U+6720	영	ㅇ
朢	U+6722	망	ㅁ
朣	U+6723	동	ㄷ
朦	U+6726	몽	ㅁ
朧	U+6727	농	ㄴ
朧	U+6727	롱	ㄹ
木	U+6728	목	ㅁ
未	U+672A	미	ㅁ
末	U+672B	말	ㅁ
本	U+672C	본	ㅂ
札	U+672D	찰	ㅊ
朮	U+672E	출	ㅊ
朱	U+6731	주	ㅈ
朳	U+6733	팔	ㅍ
朴	U+6734	박	ㅂ
朶	U+6736	타	ㅌ
朹	U+6739	구	ㄱ
机	U+673A	궤	ㄱ
朽	U+673D	후	ㅎ
朾	U+673E	정	ㅈ
杅	U+6745	우	ㅇ
杆	U+6746	간	ㄱ
杉	U+6749	삼	ㅅ
杋	U+674B	범	ㅂ
杌	U+674C	올	ㅇ
李	U+674E	리	ㄹ
李	U+674E	이	ㅇ
杏	U+674F	행	ㅎ
材	U+6750	재	ㅈ
村	U+6751	촌	ㅊ
杓	U+6753	표	ㅍ
杕	U+6755	체	
杕	U+6755	타	
杖	U+6756	장	ㅈ
杙	U+6759	익	ㅇ
杜	U+675C	두	ㄷ
杝	U+675D	이	ㅇ
杞	U+675E	기	ㄱ
束	U+675F	속	ㅅ
杠	U+6760	강	ㄱ
来	U+6765	내	ㄴ
来	U+6765	래	ㄹ
杪	U+676A	초	ㅊ
杫	U+676B	지	ㅈ
杬	U+676C	완	ㅇ
杬	U+676C	원	ㅇ
杭	U+676D	항	ㅎ
杯	U+676F	배	ㅂ
杰	U+6770	걸	ㄱ
東	U+6771	동	ㄷ
杲	U+6772	고	ㄱ
杲	U+6772	호	ㅎ
杳	U+6773	묘	ㅁ
杵	U+6775	저	ㅈ
杶	U+6776	춘	ㅊ
杷	U+6777	파	ㅍ
杸	U+6778	대	
杸	U+6778	수	
杹	U+6779	화	ㅎ
杻	U+677B	뉴	ㄴ
杻	U+677B	유	ㅇ
杼	U+677C	저	ㅈ
松	U+677E	송	ㅅ
板	U+677F	판	ㅍ
枃	U+6783	진	ㅈ
枇	U+6787	비	ㅂ
枉	U+6789	왕	ㅇ
枊	U+678A	앙	ㅇ
枋	U+678B	방	ㅂ
枌	U+678C	분	ㅂ
枍	U+678D	예	ㅇ
枎	U+678E	부	ㅂ
枏	U+678F	남	ㄴ
析	U+6790	석	ㅅ
枑	U+6791	호	ㅎ
枒	U+6792	아	ㅇ
枓	U+6793	두	ㄷ
枕	U+6795	침	ㅊ
枖	U+6796	요	ㅇ
林	U+6797	림	ㄹ
林	U+6797	임	ㅇ
枘	U+6798	예	ㅇ
枙	U+6799	와	ㅇ
枚	U+679A	매	ㅁ
果	U+679C	과	ㄱ
枝	U+679D	지	ㅈ
枡	U+67A1	승	ㅅ
枯	U+67AF	고	ㄱ
枰	U+67B0	평	ㅍ
枲	U+67B2	시	ㅅ
枳	U+67B3	지	ㅈ
架	U+67B6	가	ㄱ
枷	U+67B7	가	ㄱ
枸	U+67B8	구	ㄱ
枹	U+67B9	포	ㅍ
枻	U+67BB	설	ㅅ
枻	U+67BB	예	ㅇ
枼	U+67BC	엽	ㅇ
枾	U+67BE	시	ㅅ
柁	U+67C1	타	ㅌ
柃	U+67C3	령	ㄹ
柃	U+67C3	영	ㅇ
柄	U+67C4	병	ㅂ
柅	U+67C5	니	ㄴ
柅	U+67C5	이	ㅇ
柊	U+67CA	종	ㅈ
柋	U+67CB	대	ㄷ
柍	U+67CD	앙	
柍	U+67CD	영	
柎	U+67CE	부	ㅂ
柏	U+67CF	백	ㅂ
某	U+67D0	모	ㅁ
柑	U+67D1	감	ㄱ
柒	U+67D2	칠	ㅊ
染	U+67D3	염	ㅇ
柔	U+67D4	유	ㅇ
柖	U+67D6	소	ㅅ
柘	U+67D8	자	ㅈ
柙	U+67D9	합	ㅎ
柚	U+67DA	유	ㅇ
柜	U+67DC	거	ㄱ
柝	U+67DD	탁	ㅌ
柞	U+67DE	작	ㅈ
柢	U+67E2	저	ㅈ
柩	U+67E9	구	ㄱ
柬	U+67EC	간	ㄱ
柯	U+67EF	가	ㄱ
柰	U+67F0	나	ㄴ
柰	U+67F0	내	ㄴ
柱	U+67F1	주	ㅈ
柲	U+67F2	비	
柲	U+67F2	필	
柳	U+67F3	류	ㄹ
柳	U+67F3	유	ㅇ
柴	U+67F4	시	ㅅ
柵	U+67F5	책	ㅊ
柶	U+67F6	사	ㅅ
柹	U+67F9	시	ㅅ
査	U+67FB	사	ㅅ
柾	U+67FE	정	ㅈ
柿	U+67FF	시	ㅅ
栄	U+6804	영	ㅇ
栍	U+680D	생	ㅅ
栐	U+6810	영	ㅇ
栒	U+6812	순	ㅅ
栓	U+6813	전	ㅈ
栖	U+6816	서	ㅅ
栗	U+6817	률	ㄹ
栗	U+6817	율	ㅇ
栝	U+681D	괄	ㄱ
栞	U+681E	간	ㄱ
校	U+6821	교	ㄱ
栢	U+6822	백	ㅂ
株	U+682A	주	ㅈ
栭	U+682D	이	ㅇ
栮	U+682E	이	ㅇ
栯	U+682F	욱	ㅇ
栱	U+6831	공	ㄱ
栲	U+6832	고	ㄱ
栴	U+6834	전	ㅈ
栵	U+6835	렬	
栵	U+6835	례	
核	U+6838	핵	ㅎ
根	U+6839	근	ㄱ
栻	U+683B	식	ㅅ
格	U+683C	격	ㄱ
栽	U+683D	재	ㅈ
栿	U+683F	복	ㅂ
桀	U+6840	걸	ㄱ
桁	U+6841	항	ㅎ
桂	U+6842	계	ㄱ
桃	U+6843	도	ㄷ
桄	U+6844	광	ㄱ
框	U+6846	광	ㄱ
案	U+6848	안	ㅇ
桉	U+6849	안	ㅇ
桎	U+684E	질	ㅈ
桐	U+6850	동	ㄷ
桑	U+6851	상	ㅅ
桓	U+6853	환	ㅎ
桔	U+6854	길	ㄱ
桗	U+6857	타	ㅌ
桭	U+686D	진	ㅈ
桯	U+686F	정	ㅈ
桱	U+6871	경	ㄱ
桴	U+6874	부	ㅂ
桵	U+6875	유	ㅇ
桶	U+6876	통	ㅌ
桷	U+6877	각	ㄱ
桸	U+6878	희	ㅎ
桹	U+6879	랑	ㄹ
桻	U+687B	봉	ㅂ
桾	U+687E	군	ㄱ
桿	U+687F	간	ㄱ
梁	U+6881	량	ㄹ
梁	U+6881	양	ㅇ
梂	U+6882	구	ㄱ
梃	U+6883	정	ㅈ
梅	U+6885	매	ㅁ
梆	U+6886	방	ㅂ
梏	U+688F	곡	ㄱ
梓	U+6893	재	ㅈ
梔	U+6894	치	ㅊ
梗	U+6897	경	ㄱ
梛	U+689B	나	ㄴ
條	U+689D	조	ㅈ
梟	U+689F	효	ㅎ
梠	U+68A0	려	ㄹ
梠	U+68A0	여	ㅇ
梡	U+68A1	관	ㄱ
梡	U+68A1	완	ㅇ
梢	U+68A2	초	ㅊ
梧	U+68A7	오	ㅇ
梨	U+68A8	리	ㄹ
梨	U+68A8	이	ㅇ
梭	U+68AD	사	ㅅ
梮	U+68AE	국	ㄱ
梯	U+68AF	제	ㅈ
械	U+68B0	계	ㄱ
梱	U+68B1	곤	ㄱ
梳	U+68B3	소	ㅅ
梵	U+68B5	범	ㅂ
梶	U+68B6	미	ㅁ
棄	U+68C4	기	ㄱ
棅	U+68C5	병	ㅂ
棆	U+68C6	륜	
棆	U+68C6	윤	
棉	U+68C9	면	ㅁ
棊	U+68CA	기	ㄱ
棋	U+68CB	기	ㄱ
棌	U+68CC	채	ㅊ
棍	U+68CD	곤	ㄱ
棐	U+68D0	비	ㅂ
棒	U+68D2	봉	ㅂ
棕	U+68D5	종	ㅈ
棖	U+68D6	정	ㅈ
棗	U+68D7	조	ㅈ
棘	U+68D8	극	ㄱ
棚	U+68DA	붕	ㅂ
棟	U+68DF	동	ㄷ
棠	U+68E0	당	ㄷ
棡	U+68E1	강	ㄱ
棣	U+68E3	체	ㅊ
棧	U+68E7	잔	ㅈ
棨	U+68E8	계	ㄱ
棩	U+68E9	연	ㅇ
棬	U+68EC	권	ㄱ
森	U+68EE	삼	ㅅ
棲	U+68F2	서	ㅅ
棶	U+68F6	래	ㄹ
棷	U+68F7	수	ㅅ
棹	U+68F9	도	ㄷ
棺	U+68FA	관	ㄱ
棻	U+68FB	분	ㅂ
棼	U+68FC	분	ㅂ
棽	U+68FD	림	ㄹ
棽	U+68FD	임	ㅇ
棽	U+68FD	침	ㅊ
椀	U+6900	완	ㅇ
椁	U+6901	곽	ㄱ
椄	U+6904	접	ㅈ
椅	U+6905	의	ㅇ
椆	U+6906	주	ㅈ
椇	U+6907	구	ㄱ
椈	U+6908	국	ㄱ
椋	U+690B	량	ㄹ
椋	U+690B	양	ㅇ
植	U+690D	식	ㅅ
椎	U+690E	추	ㅊ
椏	U+690F	아	ㅇ
椑	U+6911	비	ㅂ
椒	U+6912	초	ㅊ
椧	U+6927	명	ㅁ
椰	U+6930	야	ㅇ
椴	U+6934	단	ㄷ
椵	U+6935	가	ㄱ
椶	U+6936	종	ㅈ
椹	U+6939	침	ㅊ
椺	U+693A	보	ㅂ
椽	U+693D	연	ㅇ
椿	U+693F	춘	ㅊ
楀	U+6940	우	ㅇ
楂	U+6942	사	ㅅ
楅	U+6945	복	ㅂ
楈	U+6948	서	ㅅ
楊	U+694A	양	ㅇ
楎	U+694E	휘	ㅎ
楏	U+694F	규	ㄱ
楑	U+6951	규	ㄱ
楓	U+6953	풍	ㅍ
楔	U+6954	설	ㅅ
楕	U+6955	타	ㅌ
楗	U+6957	건	ㄱ
楙	U+6959	무	ㅁ
楚	U+695A	초	ㅊ
楛	U+695B	호	ㅎ
楜	U+695C	호	ㅎ
楝	U+695D	련	ㄹ
楝	U+695D	연	ㅇ
楞	U+695E	능	ㄴ
楞	U+695E	릉	ㄹ
楟	U+695F	정	ㅈ
楠	U+6960	남	ㄴ
楡	U+6961	유	ㅇ
楢	U+6962	유	ㅇ
楣	U+6963	미	ㅁ
楥	U+6965	원	ㅇ
楨	U+6968	정	ㅈ
楪	U+696A	접	ㅈ
楫	U+696B	즙	ㅈ
楫	U+696B	집	ㅈ
楬	U+696C	갈	ㄱ
業	U+696D	업	ㅇ
楮	U+696E	저	ㅈ
楯	U+696F	순	ㅅ
楱	U+6971	주	ㅈ
楳	U+6973	매	ㅁ
極	U+6975	극	ㄱ
楷	U+6977	해	ㅎ
楸	U+6978	추	ㅊ
楹	U+6979	영	ㅇ
楻	U+697B	황	ㅎ
楿	U+697F	향	ㅎ
榎	U+698E	가	ㄱ
榏	U+698F	익	ㅇ
榑	U+6991	부	ㅂ
榔	U+6994	낭	ㄴ
榔	U+6994	랑	ㄹ
榕	U+6995	용	ㅇ
榘	U+6998	구	ㄱ
榛	U+699B	진	ㅈ
榜	U+699C	방	ㅂ
榟	U+699F	재	ㅈ
榣	U+69A3	요	ㅇ
榤	U+69A4	걸	ㄱ
榥	U+69A5	황	ㅎ
榦	U+69A6	간	ㄱ
榧	U+69A7	비	ㅂ
榬	U+69AC	원	ㅇ
榭	U+69AD	사	ㅅ
榮	U+69AE	영	ㅇ
榯	U+69AF	시	ㅅ
榰	U+69B0	지	ㅈ
榱	U+69B1	최	ㅊ
榲	U+69B2	온	ㅇ
榴	U+69B4	류	ㄹ
榴	U+69B4	유	ㅇ
榷	U+69B7	교	ㄱ
榺	U+69BA	승	ㅅ
榻	U+69BB	탑	ㅌ
榼	U+69BC	합	ㅎ
榽	U+69BD	혜	ㅎ
榾	U+69BE	골	ㄱ
榿	U+69BF	기	ㄱ
槀	U+69C0	고	ㄱ
槁	U+69C1	고	ㄱ
槃	U+69C3	반	ㅂ
槇	U+69C7	진	ㅈ
槊	U+69CA	삭	ㅅ
構	U+69CB	구	ㄱ
槌	U+69CC	퇴	ㅌ
槍	U+69CD	창	ㅊ
槎	U+69CE	차	ㅊ
槏	U+69CF	겸	ㄱ
槐	U+69D0	괴	ㄱ
槓	U+69D3	공	ㄱ
槖	U+69D6	탁	ㅌ
槢	U+69E2	습	ㅅ
槥	U+69E5	혜	ㅎ
槦	U+69E6	용	ㅇ
槧	U+69E7	참	ㅊ
槨	U+69E8	곽	ㄱ
槩	U+69E9	개	ㄱ
槪	U+69EA	개	ㄱ
槭	U+69ED	색	ㅅ
槰	U+69F0	봉	ㅂ
槱	U+69F1	유	ㅇ
槲	U+69F2	곡	ㄱ
槻	U+69FB	규	ㄱ
槽	U+69FD	조	ㅈ
槾	U+69FE	만	ㅁ
槿	U+69FF	근	ㄱ
樀	U+6A00	적	ㅈ
樂	U+6A02	낙	ㄴ
樂	U+6A02	락	ㄹ
樂	U+6A02	악	ㅇ
樂	U+6A02	요	ㅇ
樅	U+6A05	종	ㅈ
樊	U+6A0A	번	ㅂ
樋	U+6A0B	통	ㅌ
樑	U+6A11	량	ㄹ
樑	U+6A11	양	ㅇ
樒	U+6A12	밀	ㅁ
樓	U+6A13	누	ㄴ
樓	U+6A13	루	ㄹ
樔	U+6A14	소	ㅅ
樗	U+6A17	저	ㅈ
標	U+6A19	표	ㅍ
樛	U+6A1B	규	ㄱ
樞	U+6A1E	추	ㅊ
樟	U+6A1F	장	ㅈ
樠	U+6A20	만	ㅁ
模	U+6A21	모	ㅁ
樣	U+6A23	상	ㅅ
樣	U+6A23	양	ㅇ
権	U+6A29	권	ㄱ
樵	U+6A35	초	ㅊ
樸	U+6A38	박	ㅂ
樹	U+6A39	수	ㅅ
樺	U+6A3A	화	ㅎ
樻	U+6A3B	궤	ㄱ
樽	U+6A3D	준	ㅈ
橃	U+6A43	벌	ㅂ
橄	U+6A44	감	ㄱ
橅	U+6A45	모	ㅁ
橅	U+6A45	무	ㅁ
橆	U+6A46	무	ㅁ
橇	U+6A47	취	ㅊ
橈	U+6A48	뇨	ㄴ
橈	U+6A48	요	ㅇ
橉	U+6A49	린	ㄹ
橉	U+6A49	인	ㅇ
橊	U+6A4A	류	ㄹ
橊	U+6A4A	유	ㅇ
橋	U+6A4B	교	ㄱ
橌	U+6A4C	한	ㅎ
橍	U+6A4D	윤	ㅇ
橏	U+6A4F	전	ㅈ
橐	U+6A50	탁	ㅌ
橒	U+6A52	운	ㅇ
橓	U+6A53	순	ㅅ
橘	U+6A58	귤	ㄱ
橙	U+6A59	등	ㄷ
橚	U+6A5A	숙	ㅅ
橞	U+6A5E	혜	ㅎ
機	U+6A5F	기	ㄱ
橠	U+6A60	나	ㄴ
橡	U+6A61	상	ㅅ
橢	U+6A62	타	ㅌ
橤	U+6A64	예	ㅇ
橦	U+6A66	동	ㄷ
橪	U+6A6A	연	ㅇ
橫	U+6A6B	횡	ㅎ
橭	U+6A6D	고	ㄱ
橲	U+6A72	희	ㅎ
橵	U+6A75	산	ㅅ
橽	U+6A7D	달	ㄷ
橿	U+6A7F	강	ㄱ
檀	U+6A80	단	ㄷ
檃	U+6A83	은	ㅇ
檄	U+6A84	격	ㄱ
檉	U+6A89	정	ㅈ
檍	U+6A8D	억	ㅇ
檎	U+6A8E	금	ㄱ
檐	U+6A90	첨	ㅊ
檔	U+6A94	당	ㄷ
檗	U+6A97	벽	ㅂ
檜	U+6A9C	회	ㅎ
檝	U+6A9D	즙	ㅈ
檟	U+6A9F	가	ㄱ
檠	U+6AA0	경	ㄱ
檡	U+6AA1	석	ㅅ
檢	U+6AA2	검	ㄱ
檣	U+6AA3	장	ㅈ
檭	U+6AAD	은	ㅇ
檮	U+6AAE	도	ㄷ
檯	U+6AAF	대	ㄷ
檳	U+6AB3	빈	ㅂ
檻	U+6ABB	함	ㅎ
檼	U+6ABC	은	ㅇ
檽	U+6ABD	누	ㄴ
檾	U+6ABE	경	ㄱ
檿	U+6ABF	염	ㅇ
櫂	U+6AC2	도	ㄷ
櫃	U+6AC3	궤	ㄱ
櫓	U+6AD3	노	ㄴ
櫓	U+6AD3	로	ㄹ
櫚	U+6ADA	려	ㄹ
櫚	U+6ADA	여	ㅇ
櫛	U+6ADB	즐	ㅈ
櫜	U+6ADC	고	ㄱ
櫝	U+6ADD	독	ㄷ
櫞	U+6ADE	연	ㅇ
櫟	U+6ADF	력	ㄹ
櫟	U+6ADF	역	ㅇ
櫨	U+6AE8	노	ㄴ
櫨	U+6AE8	로	ㄹ
櫪	U+6AEA	력	ㄹ
櫪	U+6AEA	역	ㅇ
櫬	U+6AEC	친	ㅊ
櫯	U+6AEF	소	ㅅ
櫶	U+6AF6	헌	ㅎ
櫻	U+6AFB	앵	ㅇ
櫼	U+6AFC	첨	ㅊ
欂	U+6B02	박	ㅂ
欃	U+6B03	참	ㅊ
欄	U+6B04	난	ㄴ
欄	U+6B04	란	ㄹ
欅	U+6B05	거	ㄱ
欇	U+6B07	섭	ㅅ
權	U+6B0A	권	ㄱ
欌	U+6B0C	장	ㅈ
欏	U+6B0F	라	ㄹ
欑	U+6B11	찬	ㅊ
欒	U+6B12	난	ㄴ
欒	U+6B12	란	ㄹ
欖	U+6B16	남	ㄴ
欖	U+6B16	람	ㄹ
欗	U+6B17	난	ㄴ
欗	U+6B17	란	ㄹ
欞	U+6B1E	령	ㄹ
欞	U+6B1E	영	ㅇ
欠	U+6B20	흠	ㅎ
次	U+6B21	차	ㅊ
欣	U+6B23	흔	ㅎ
欥	U+6B25	일	ㅇ
欦	U+6B26	함	ㅎ
欩	U+6B29	초	ㅊ
欬	U+6B2C	해	ㅎ
欯	U+6B2F	힐	ㅎ
欲	U+6B32	욕	ㅇ
欷	U+6B37	희	ㅎ
欸	U+6B38	애	ㅇ
欹	U+6B39	의	ㅇ
欺	U+6B3A	기	ㄱ
欻	U+6B3B	훌	ㅎ
欽	U+6B3D	흠	ㅎ
款	U+6B3E	관	ㄱ
欿	U+6B3F	감	ㄱ
歃	U+6B43	삽	ㅅ
歅	U+6B45	인	ㅇ
歆	U+6B46	흠	ㅎ
歇	U+6B47	헐	ㅎ
歈	U+6B48	유	ㅇ
歉	U+6B49	겸	ㄱ
歊	U+6B4A	효	ㅎ
歋	U+6B4B	이	ㅇ
歌	U+6B4C	가	ㄱ
歎	U+6B4E	탄	ㅌ
歐	U+6B50	구	ㄱ
歔	U+6B54	허	ㅎ
歖	U+6B56	희	ㅎ
歙	U+6B59	흡	ㅎ
歚	U+6B5A	선	ㅅ
歛	U+6B5B	감	ㄱ
歟	U+6B5F	여	ㅇ
歠	U+6B60	철	ㅊ
歡	U+6B61	환	ㅎ
止	U+6B62	지	ㅈ
正	U+6B63	정	ㅈ
此	U+6B64	차	ㅊ
步	U+6B65	보	ㅂ
武	U+6B66	무	ㅁ
歧	U+6B67	기	ㄱ
歩	U+6B69	보	ㅂ
歪	U+6B6A	왜	ㅇ
歫	U+6B6B	거	ㄱ
歲	U+6B72	세	ㅅ
歵	U+6B75	색	ㅅ
歷	U+6B77	력	ㄹ
歷	U+6B77	역	ㅇ
歸	U+6B78	귀	ㄱ
死	U+6B7B	사	ㅅ
歿	U+6B7F	몰	ㅁ
殀	U+6B80	요	ㅇ
殂	U+6B82	조	ㅈ
殃	U+6B83	앙	ㅇ
殄	U+6B84	진	ㅈ
殆	U+6B86	태	ㅌ
殉	U+6B89	순	ㅅ
殊	U+6B8A	수	ㅅ
殍	U+6B8D	표	ㅍ
殑	U+6B91	긍	ㄱ
殖	U+6B96	식	ㅅ
殘	U+6B98	잔	ㅈ
殞	U+6B9E	운	ㅇ
殢	U+6BA2	체	ㅊ
殤	U+6BA4	상	ㅅ
殫	U+6BAB	탄	ㅌ
殭	U+6BAD	강	ㄱ
殮	U+6BAE	렴	ㄹ
殮	U+6BAE	염	ㅇ
殯	U+6BAF	빈	ㅂ
殲	U+6BB2	섬	ㅅ
殳	U+6BB3	수	ㅅ
段	U+6BB5	단	ㄷ
殷	U+6BB7	은	ㅇ
殺	U+6BBA	살	ㅅ
殺	U+6BBA	쇄	ㅅ
殼	U+6BBC	각	ㄱ
殽	U+6BBD	효	ㅎ
殿	U+6BBF	전	ㅈ
毀	U+6BC0	훼	ㅎ
毁	U+6BC1	훼	ㅎ
毄	U+6BC4	격	ㄱ
毅	U+6BC5	의	ㅇ
毆	U+6BC6	구	ㄱ
毋	U+6BCB	무	ㅁ
母	U+6BCD	모	ㅁ
每	U+6BCF	매	ㅁ
毒	U+6BD2	독	ㄷ
毓	U+6BD3	육	ㅇ
比	U+6BD4	비	ㅂ
毖	U+6BD6	비	ㅂ
毗	U+6BD7	비	ㅂ
毘	U+6BD8	비	ㅂ
毚	U+6BDA	참	ㅊ
毛	U+6BDB	모	ㅁ
毫	U+6BEB	호	ㅎ
毬	U+6BEC	구	ㄱ
毯	U+6BEF	담	ㄷ
毳	U+6BF3	취	ㅊ
毸	U+6BF8	시	ㅅ
氅	U+6C05	창	ㅊ
氈	U+6C08	전	ㅈ
氏	U+6C0F	씨	ㅅ
氐	U+6C10	저	ㅈ
民	U+6C11	민	ㅁ
氓	U+6C13	맹	ㅁ
气	U+6C14	기	ㄱ
氛	U+6C1B	분	ㅂ
氣	U+6C23	기	ㄱ
氤	U+6C24	인	ㅇ
氳	U+6C33	온	ㅇ
水	U+6C34	수	ㅅ
氶	U+6C36	승	ㅅ
氷	U+6C37	빙	ㅂ
永	U+6C38	영	ㅇ
氾	U+6C3E	범	ㅂ
氿	U+6C3F	궤	ㄱ
汀	U+6C40	정	ㅈ
汁	U+6C41	즙	ㅈ
求	U+6C42	구	ㄱ
汃	U+6C43	팔	ㅍ
汋	U+6C4B	작	ㅈ
汎	U+6C4E	범	ㅂ
汏	U+6C4F	대	ㄷ
汐	U+6C50	석	ㅅ
汒	U+6C52	망	ㅁ
汓	U+6C53	수	ㅅ
汔	U+6C54	흘	ㅎ
汕	U+6C55	산	ㅅ
汗	U+6C57	한	ㅎ
汙	U+6C59	오	ㅇ
汚	U+6C5A	오	ㅇ
汛	U+6C5B	신	ㅅ
汜	U+6C5C	사	ㅅ
汝	U+6C5D	여	ㅇ
汞	U+6C5E	홍	ㅎ
江	U+6C5F	강	ㄱ
池	U+6C60	지	ㅈ
汥	U+6C65	지	ㅈ
汦	U+6C66	지	ㅈ
汧	U+6C67	견	ㄱ
汨	U+6C68	골	ㄱ
汩	U+6C69	율	ㅇ
汪	U+6C6A	왕	ㅇ
汫	U+6C6B	정	ㅈ
汭	U+6C6D	예	ㅇ
汰	U+6C70	태	ㅌ
汲	U+6C72	급	ㄱ
汶	U+6C76	문	ㅁ
汸	U+6C78	방	ㅂ
決	U+6C7A	결	ㄱ
汻	U+6C7B	오	ㅇ
汽	U+6C7D	기	ㄱ
汾	U+6C7E	분	ㅂ
汿	U+6C7F	서	ㅅ
沀	U+6C80	서	ㅅ
沁	U+6C81	심	ㅅ
沂	U+6C82	기	ㄱ
沃	U+6C83	옥	ㅇ
沄	U+6C84	운	ㅇ
沅	U+6C85	원	ㅇ
沆	U+6C86	항	ㅎ
沇	U+6C87	연	ㅇ
沇	U+6C87	윤	ㅇ
沈	U+6C88	심	ㅅ
沈	U+6C88	침	ㅊ
沌	U+6C8C	돈	ㄷ
沍	U+6C8D	호	ㅎ
沐	U+6C90	목	ㅁ
沑	U+6C91	뉴	
沑	U+6C91	뉵	
沑	U+6C91	유	
沒	U+6C92	몰	ㅁ
沓	U+6C93	답	ㄷ
沔	U+6C94	면	ㅁ
沕	U+6C95	물	ㅁ
沖	U+6C96	충	ㅊ
沘	U+6C98	비	ㅂ
沙	U+6C99	사	ㅅ
沚	U+6C9A	지	ㅈ
沛	U+6C9B	패	ㅍ
沫	U+6CAB	말	ㅁ
沬	U+6CAC	매	ㅁ
沭	U+6CAD	술	ㅅ
沮	U+6CAE	저	ㅈ
沰	U+6CB0	탁	ㅌ
沱	U+6CB1	타	ㅌ
河	U+6CB3	하	ㅎ
沴	U+6CB4	려	
沴	U+6CB4	전	
沶	U+6CB6	시	ㅅ
沸	U+6CB8	비	ㅂ
油	U+6CB9	유	ㅇ
沺	U+6CBA	전	ㅈ
治	U+6CBB	치	ㅊ
沼	U+6CBC	소	ㅅ
沽	U+6CBD	고	ㄱ
沾	U+6CBE	첨	ㅊ
沿	U+6CBF	연	ㅇ
況	U+6CC1	황	ㅎ
泂	U+6CC2	형	ㅎ
泄	U+6CC4	설	ㅅ
泅	U+6CC5	수	ㅅ
泆	U+6CC6	일	ㅇ
泇	U+6CC7	가	ㄱ
泉	U+6CC9	천	ㅊ
泊	U+6CCA	박	ㅂ
泌	U+6CCC	비	ㅂ
泌	U+6CCC	필	ㅍ
泍	U+6CCD	분	ㅂ
泏	U+6CCF	굴	
泏	U+6CCF	출	
泐	U+6CD0	늑	ㄴ
泐	U+6CD0	륵	ㄹ
泑	U+6CD1	유	ㅇ
泓	U+6CD3	홍	ㅎ
泔	U+6CD4	감	ㄱ
法	U+6CD5	법	ㅂ
泗	U+6CD7	사	ㅅ
泙	U+6CD9	평	ㅍ
泚	U+6CDA	자	ㅈ
泛	U+6CDB	범	ㅂ
泜	U+6CDC	지	ㅈ
泝	U+6CDD	소	ㅅ
泟	U+6CDF	정	ㅈ
泠	U+6CE0	령	ㄹ
泠	U+6CE0	영	ㅇ
泡	U+6CE1	포	ㅍ
波	U+6CE2	파	ㅍ
泣	U+6CE3	읍	ㅇ
